Epoch,Ep_Reward
0.0,-96.75721010221045
1.0,-115.65892571835327
2.0,-376.6820844611734
3.0,-95.87420946352556
4.0,4.229409963032651
5.0,-249.36381434430302
6.0,-100.07112076042412
7.0,-260.8455952706221
8.0,-236.83359805222702
9.0,-349.7746944567589
10.0,-195.8472081918386
11.0,-388.3726908921035
12.0,-193.42410437392135
13.0,-104.78783598465785
14.0,-243.42395969179765
15.0,-222.82097064797972
16.0,-161.92930987808575
17.0,-87.35437102955615
18.0,-93.13888052254785
19.0,-154.0050804621693
20.0,-138.03374919259193
21.0,-100.28116935296417
22.0,-111.25116992358738
23.0,45.48580254238533
24.0,-104.9115315760067
25.0,-95.74909334950175
26.0,-91.82490443057213
27.0,-81.88286163425201
28.0,-21.386850394651788
29.0,-137.64202363008013
30.0,-96.16697453423126
31.0,-41.84683963594691
32.0,-114.2039454304435
33.0,-90.25680343431391
34.0,-123.93013600317101
35.0,-122.02009156481424
36.0,-225.36929322903302
37.0,-103.82628189212544
38.0,-140.82635052220996
39.0,-222.4746467375083
40.0,-215.50914824616586
41.0,-142.20300647224494
42.0,-138.8418768121279
43.0,8.729422644269178
44.0,-78.84471520155427
45.0,-101.00702664697862
46.0,-64.45973449751027
47.0,-52.01656284571253
48.0,-157.05088588577786
49.0,-66.65722141992413
50.0,-42.01772985024436
51.0,-74.16515549358314
52.0,-99.2354303578426
53.0,-302.820039356682
54.0,-192.12461808740608
55.0,-185.05392074322782
56.0,-178.08307376367705
57.0,-219.8294351753488
58.0,-75.40623130463634
59.0,-59.16558486921726
60.0,-78.56458639651987
61.0,12.138077662391225
62.0,-45.22213216489487
63.0,-204.1197919763544
64.0,-22.122299376122015
65.0,14.911057315718026
66.0,-29.169179313477287
67.0,-26.953639457235994
68.0,11.890974175257796
69.0,13.114383925637782
70.0,-39.8592495880605
71.0,-89.62561806938822
72.0,-28.183891407282587
73.0,14.898615033803537
74.0,10.423099852396092
75.0,-44.24487308394563
76.0,-0.20943295969317433
77.0,-9.501968725712857
78.0,29.61130634336604
79.0,25.849690093145156
80.0,25.7650079974118
81.0,45.08644669226828
82.0,2.1885504394794424
83.0,52.105473438902834
84.0,41.812180216801295
85.0,-24.568210808868812
86.0,-31.300711535786803
87.0,-6.490101284037337
88.0,-60.217688475938395
89.0,-67.03940937689065
90.0,-44.67645925201259
91.0,123.48485424642955
92.0,-239.3699668370024
93.0,-76.77553387511946
94.0,79.59764722151485
95.0,-150.29156464808798
96.0,-134.33969651910695
97.0,-12.84384182145918
98.0,-291.4084162365076
99.0,47.47773434359508
100.0,-144.34939984927095
101.0,-129.53217342751367
102.0,-136.79940893984602
103.0,-20.337163580071277
104.0,-129.59619773375545
105.0,-68.22919057715538
106.0,41.641712178498196
107.0,-76.27251210141215
108.0,123.81075391819503
109.0,-72.73310073766267
110.0,-98.50511264525055
111.0,-26.173011022836448
112.0,-286.5196270390226
113.0,-8.397899156822518
114.0,28.204408517729632
115.0,-55.678279073606475
116.0,16.696129133115335
117.0,-18.121189399668452
118.0,-31.003336224814802
119.0,-82.07644719063285
120.0,-112.89543699729458
