Epoch,Ep_Reward
0.0,-96.75721010221045
1.0,-154.90939608039633
2.0,-224.39886894386103
3.0,-151.59266875632778
4.0,-485.6703818425135
5.0,-203.7991419282813
6.0,-418.57725880543063
7.0,-106.53368812478969
8.0,-443.07865329876057
9.0,-161.31367730986824
10.0,-606.2928116153059
11.0,-89.76319926711766
12.0,-92.84963533699121
13.0,-188.56533360987532
14.0,-116.05967926874239
15.0,-92.86365914362982
16.0,-138.64897425732073
17.0,-252.35736117366224
18.0,-145.9655158502284
19.0,-86.59111284150481
20.0,-150.07094893543288
21.0,-36.53444275965043
22.0,-101.2841468472723
23.0,-129.31116497646804
24.0,-130.10978247205531
25.0,-284.238087417252
26.0,-162.302661915263
27.0,-141.1563297125137
28.0,-158.91231847649004
29.0,-100.39406583949818
30.0,-84.66197045182365
31.0,-99.63486896761204
32.0,-105.11157365630638
33.0,-68.82236354636967
34.0,-25.477703503569742
35.0,-118.32913561940809
36.0,-96.25309251150158
37.0,-42.07919714559917
38.0,-47.141069206886954
39.0,-205.22903822225277
40.0,-81.25778708834999
41.0,-25.719372632367936
42.0,-298.81653013834557
43.0,-16.72344344816608
44.0,-80.11557885904428
45.0,-234.70499245229112
46.0,-69.77074999022446
47.0,-56.96008279748754
48.0,-236.94450863491994
49.0,-81.2960678947671
50.0,-29.820506907606784
51.0,-201.14267767382964
52.0,-30.73891296926861
53.0,-185.4076438211944
54.0,-33.452775906073015
55.0,7.706101335953832
56.0,106.9438733688073
57.0,-5.712330630933863
58.0,-93.19705731840419
59.0,14.091324096280502
60.0,-54.89914584344851
61.0,-91.26120205534795
62.0,-20.706169746373305
63.0,-83.99243242202503
64.0,20.35100884462571
65.0,-33.447482148938875
66.0,-46.95145845960643
67.0,-16.148744673738776
68.0,-297.1760811538211
69.0,9.539397636000729
70.0,24.210726058034524
71.0,-290.4960167037566
72.0,-30.222182501487012
73.0,22.396370903231684
74.0,20.57225672889108
75.0,36.65001034781961
76.0,-38.07303628914573
77.0,-30.828921297080072
78.0,0.029742310635924696
79.0,-68.62221217481908
80.0,27.601577246311592
81.0,-29.086246998520522
82.0,-74.58232573986274
83.0,-92.96817077519083
84.0,-17.62191978154665
85.0,-20.988782744015126
86.0,-56.64156517981675
87.0,41.383113707780566
88.0,-235.92086575819772
89.0,91.10705697944066
90.0,58.72203550045126
91.0,-23.216314946120136
92.0,16.594547854098025
93.0,-100.31406274588728
94.0,80.29441749632952
95.0,-76.19583631918992
96.0,-28.306548069908544
97.0,30.300269614387503
98.0,74.17730678474433
99.0,-72.13579301246557
100.0,-142.79294596953696
101.0,0.7896677513117822
102.0,-239.0853224391712
103.0,-364.68918164041406
104.0,25.25335797414833
105.0,-113.28038680796001
106.0,43.57592478901185
107.0,225.12739994801035
108.0,-110.06075547118998
109.0,-42.922184130684336
110.0,-39.35926293927466
111.0,-78.2021049894025
112.0,-40.771212549398825
113.0,-48.607418253903155
114.0,112.70068651266365
115.0,1.8123672478762103
116.0,-291.07207747599864
117.0,-87.21567803531082
118.0,-16.10361945585734
119.0,-50.69511041119078
120.0,26.317587851786072
121.0,8.585547341266903
122.0,-36.94479695343088
123.0,-231.1062411475438
124.0,-56.11201501541221
125.0,109.46024753929439
126.0,-3.096524436758016
127.0,-51.36032038326644
128.0,118.4687633373955
129.0,73.13054430378547
130.0,55.750464780453036
131.0,-66.10610085089792
132.0,-175.03641987477945
133.0,240.660826591888
134.0,33.22991962108961
135.0,-3.1447867987269675
136.0,-53.114036544335974
137.0,16.34468842226353
138.0,52.7589996386879
139.0,-134.7879799739703
140.0,-27.908811106631944
141.0,140.06300706648346
142.0,-65.16541619371773
143.0,-189.37773565651122
144.0,59.93170784636524
145.0,22.911339700609336
146.0,135.788880206107
147.0,-113.71311493326583
148.0,28.280879453721422
149.0,-37.40790808183902
150.0,113.64100605131796
151.0,-82.1974885264289
152.0,90.56092662668118
153.0,-106.45312733971572
154.0,-99.4749820401982
155.0,-16.724988706129338
156.0,-274.9449877109066
157.0,-148.39349374485118
158.0,-295.5203214715077
159.0,189.33454168310567
160.0,57.50261255397983
