Epoch,Ep_Reward
0.0,-96.75721010221045
1.0,-115.65892571835327
2.0,-376.6820844611734
3.0,-95.87420946352556
4.0,4.229409963032651
5.0,-249.36381434430302
6.0,-100.07112076042412
7.0,-260.8455952706221
8.0,-236.83359805222702
9.0,-349.7746944567589
10.0,-195.8472081918386
11.0,-333.49129845267964
12.0,-130.81423903397132
13.0,-242.10710810706797
14.0,-144.16485873469048
15.0,-58.37101876340002
16.0,-303.690417017253
17.0,-104.56800122707565
18.0,-384.5229265880008
19.0,-288.23139685249095
20.0,-59.46273105029558
21.0,-113.81005694853727
22.0,-171.4282442727121
23.0,-135.8120291958796
24.0,-90.61721020687271
25.0,-253.48095352894885
26.0,-147.32010182600882
27.0,-122.15522140872619
28.0,-109.26494135276519
29.0,-163.4042885775342
30.0,-186.62136846580995
31.0,-73.64358204263695
32.0,-237.87905796874287
33.0,-145.02885137790403
34.0,-42.71608783167591
35.0,-129.26004356014985
36.0,-89.09188059023614
37.0,-59.76125288406849
38.0,-52.376710827053124
39.0,-22.467833161930784
40.0,-135.1196052784544
41.0,-218.5254782814036
42.0,-0.8495946518410022
43.0,-54.02484364257569
44.0,-88.04325854662832
45.0,-110.6099017777103
46.0,-82.89424348679529
47.0,-48.25728835203911
48.0,-69.15081723654721
49.0,-15.349447103341404
50.0,-61.55361268357912
51.0,-111.04940844875824
52.0,-60.724309122095555
53.0,-110.66889987679656
54.0,-73.41511837603254
55.0,-49.04027293933217
56.0,-103.92065811357563
57.0,55.770101361385485
58.0,-62.0637256493304
59.0,-3.7567313592660554
60.0,-77.32884142833976
61.0,-93.09895720645503
62.0,-9.763018848951631
63.0,-111.91243194592552
64.0,-86.97429547477583
65.0,-30.86091136242875
66.0,13.353261283461777
67.0,-14.901245714892141
68.0,-58.15251378626933
69.0,30.285805487345044
70.0,-36.01261445736135
71.0,5.504742112168628
72.0,-43.917086258657505
73.0,-17.111276347853376
74.0,-15.788366444528094
75.0,-51.751004595691874
76.0,14.123752548107007
77.0,31.930109982860756
78.0,-48.43015523809787
79.0,-106.41300904993443
80.0,-96.64798866870339
