Epoch,Ep_Reward
0.0,-96.75721010221045
1.0,-115.65892571835327
2.0,-376.6820844611734
3.0,-95.87420946352556
4.0,4.229409963032651
5.0,-249.36381434430302
6.0,-100.07112076042412
7.0,-260.8455952706221
8.0,-236.83359805222702
9.0,-349.7746944567589
10.0,-195.8472081918386
11.0,-333.49129845267964
12.0,-130.81423903397132
13.0,-210.17979321576036
14.0,-83.14313281327149
15.0,-183.359331814284
16.0,-241.78573227902442
17.0,-197.33869399023325
18.0,-375.96207256277904
19.0,23.01984808026421
20.0,-220.61460356291195
21.0,-379.7106677680696
22.0,-30.35573468211865
23.0,-53.79998782308172
24.0,-263.41593076926563
25.0,-58.055393774940505
26.0,-102.4102271596367
27.0,-147.9154145221095
28.0,-57.56802112627142
29.0,-56.29611508679004
30.0,-145.89349947981816
31.0,-205.60785763726744
32.0,-311.14485779059964
33.0,-19.225433330619055
34.0,-104.85279601312516
35.0,-186.70921574330362
36.0,-167.9169663821459
37.0,-39.302753526251706
38.0,-59.391889462641174
39.0,-113.56609503588032
40.0,-135.02581809524594
41.0,-536.2459902514045
42.0,-267.88008790115487
43.0,-186.34738977609618
44.0,-22.851377272110298
45.0,-133.60607091322217
46.0,-160.14971561546022
47.0,-193.2171046349017
48.0,-44.33472908137332
49.0,-163.16522967366984
50.0,-6.172792969035015
51.0,-100.9764299811975
52.0,-146.90392652849437
53.0,-148.0371746498572
54.0,-199.74760218280232
55.0,-273.57898494588227
56.0,-194.81510364192783
57.0,-127.64668887308072
58.0,-26.414242114434984
59.0,-59.68209281336152
60.0,-44.5471563304295
61.0,-104.28673263260396
62.0,-33.03012757716195
63.0,-261.6321397970648
64.0,-221.8374655686136
65.0,7.852274968698197
66.0,-55.912792925846446
67.0,-144.7656755301003
68.0,-343.7205956101329
69.0,-261.36872794019746
70.0,-69.78831188229238
71.0,-104.38398856515835
72.0,-121.94682979550872
73.0,-269.95151183147993
74.0,-4.112156479153043
75.0,-113.86727106993689
76.0,-78.81050695940962
77.0,-78.27672758373738
78.0,-156.8243079478783
79.0,-120.4825855349125
80.0,-158.84592050893582
81.0,-76.24196283321838
82.0,-63.984153320401504
83.0,-28.85846482200975
84.0,-172.98771102903984
85.0,-38.30986838618543
86.0,2.5181977181735817
87.0,-191.93684724486576
88.0,-119.5602737251271
89.0,-288.63366570478473
90.0,-120.17506117066955
91.0,-73.31084176294583
92.0,-252.43621124580625
93.0,-5.9502818353530955
94.0,-77.55161569780935
95.0,-159.2148127817123
96.0,-89.60213219278324
97.0,-47.25685826786262
98.0,-68.62141980383149
99.0,71.46718329005215
100.0,-329.71751166613944
101.0,-291.5693690818447
102.0,-30.945153510767582
103.0,24.07501075269999
104.0,-10.799874389135155
105.0,-184.10395137390137
106.0,-268.8944341159836
107.0,29.21976399719935
108.0,-290.86788464291453
109.0,28.429601621189875
110.0,-68.94541112156963
111.0,-16.52820452106026
112.0,-238.1695762157458
113.0,-259.07468586101453
114.0,-179.9445859452815
115.0,-72.47870112752283
116.0,-51.03157200126432
117.0,26.8043370010343
118.0,127.70019481336955
119.0,70.14457816426108
120.0,25.639044764234512
121.0,-9.896898078937284
122.0,-227.98230090275356
123.0,-231.96882593846587
124.0,-10.903636221497905
125.0,26.743636487781373
126.0,-87.79524888215161
127.0,-113.59824210370262
128.0,-196.82239983015006
129.0,-295.4669261183585
130.0,-306.00343742255507
131.0,35.540896148594044
132.0,-349.08780846881814
133.0,27.130442057707782
134.0,-214.33746041894108
135.0,8.942247027331348
136.0,66.21363495288597
137.0,-90.94655785242583
138.0,-97.21989218067532
139.0,-191.71506167928467
140.0,-154.40065351957674
